name,interests
Lillian Mendoza,Quechua
Kevin Jacobs,Romanian
Brenda Barnes,Moldovan
Randy Miller,Tswana
Justin Holmes,Gujarati
Dennis Hamilton,Tajik
Dennis Johnston,Gujarati
Roger Kim,Polish
Anthony Rodriguez,Swedish
Paula Mcdonald,English
Victor Flores,Hungarian
Nicole Gardner,Tajik
Lori Simpson,Dhivehi
Kevin Gardner,Tsonga
Keith Mccoy,Punjabi
Gregory Evans,Māori
Patricia Watkins,Icelandic
Frank Kim,Bengali
Michelle Kim,Malay
Sara Henry,Armenian
Philip Morgan,French
Donna Moore,West Frisian
Raymond Baker,Fijian
Henry Fuller,Albanian
Beverly Mason,Estonian
Lisa Sims,Persian
Ruth Greene,Bosnian
Michelle Bailey,English
Dorothy Lopez,Fijian
Dorothy Scott,Moldovan
Arthur Robertson,Belarusian
Willie Dean,Kazakh
Kathryn Alexander,Danish
Sharon Warren,German
Susan Larson,Belarusian
Jennifer Rivera,Tajik
Joseph Thompson,Fijian
Marie Mitchell,Marathi
Carolyn Frazier,Finnish
Annie Stanley,Telugu
Marilyn Ryan,Tok Pisin
Lori Reynolds,Latvian
Kathryn Cox,Dzongkha
Emily Welch,Hungarian
Thomas Wheeler,Hebrew
Janice Dunn,Dutch
Justin Stephens,Kannada
Nicholas Stone,Marathi
Jose Roberts,Māori
Elizabeth Gutierrez,Somali
Ryan Stanley,Montenegrin
James Robinson,Japanese
Tammy Perkins,Polish
Angela Ortiz,Dutch
Jacqueline Robinson,Azeri
Gloria Lee,Greek
Jonathan Gutierrez,Amharic
Harold Alexander,Kashmiri
Rebecca Lee,Gagauz
Sandra Grant,Norwegian
Lois Long,Bulgarian
Jimmy Kim,Luxembourgish
Rachel Fisher,Malagasy
Catherine Harper,Oriya
Jack Carter,Indonesian
Sharon Bennett,Nepali
Jonathan Cunningham,Swahili
Norma Martin,Greek
Thomas Parker,Kurdish
Thomas Bailey,Khmer
Bobby Adams,Kurdish
Judy Dunn,Icelandic
Janet Long,Azeri
Christopher Palmer,Norwegian
Denise Romero,Tok Pisin
Roy Hall,Burmese
Melissa Medina,Ndebele
Patricia Harper,Bulgarian
Donna Sims,Kurdish
Ronald Ellis,Macedonian
Brenda Allen,Amharic
Lori Reynolds,Chinese
Russell Adams,Lao
Sandra Grant,Montenegrin
Timothy Russell,Kazakh
Jonathan Hernandez,Latvian
Martin Mills,Tamil
Carl Clark,Polish
Jessica Stanley,French
Philip Stephens,Oriya
Nicole Miller,Hungarian
Albert Garza,Armenian
Steve Fernandez,Luxembourgish
Joan Kelly,Aymara
Johnny Brown,Japanese
Gary Adams,Armenian
Ralph Powell,Tajik
Ruth Gordon,Norwegian
George Chavez,Gujarati
Chris Fields,Aymara
Alan Smith,Armenian
Charles Mcdonald,Hiri Motu
Carl Wright,Swedish
Jeffrey Morgan,Kannada
Kimberly Long,Italian
Susan Wright,Montenegrin
Bobby Ramirez,Swahili
Patricia Hernandez,Hiri Motu
Jean Cook,Portuguese
Arthur Bell,Dutch
Terry Wallace,Dzongkha
Joseph Webb,Aymara
Jessica Murray,Quechua
Raymond Parker,Guaraní
Jerry Roberts,Hindi
Kimberly Mccoy,Maltese
Patricia Jones,Somali
Fred Green,Persian
Joan Sims,Arabic
Paul Lee,Tamil
Kevin Diaz,Armenian
Charles Fisher,Hebrew
John Henry,Tetum
Jane Shaw,Haitian Creole
Billy Foster,Estonian
Virginia Berry,Irish Gaelic
Walter Brooks,Burmese
Sharon Adams,Kashmiri
Judith Rose,Danish
James Romero,Khmer
Daniel Jordan,Quechua
Judith Ford,Ndebele
Sarah Lynch,Portuguese
Patricia Flores,Romanian
Samuel Larson,Tajik
Ashley Shaw,Kazakh
Keith Parker,Luxembourgish
Jose Elliott,French
Randy Wood,Tamil
Jesse Bell,Aymara
Larry Gutierrez,Moldovan
Donald Henry,Norwegian
Ryan Daniels,Indonesian
Teresa Long,Hiri Motu
Harold Woods,Finnish
Amanda Morrison,Portuguese
Benjamin Stone,Thai
Nancy Freeman,Greek
Elizabeth Graham,Kyrgyz
Wayne Rose,Persian
Catherine Stewart,Māori
Thomas Chavez,Ndebele
Terry Fisher,Kashmiri
Jerry Cruz,Amharic
Carl Franklin,Thai
Annie Kelly,Tajik
Lillian Jenkins,Latvian
Russell Gray,Ndebele
Nancy Cruz,Kazakh
Diana Cooper,Gujarati
Cynthia Ramos,Amharic
Debra Olson,Burmese
Wayne Davis,Georgian
Cheryl Snyder,Nepali
Laura Garcia,New Zealand Sign Language
Pamela Burke,Pashto
Todd Garrett,Fijian
Daniel Harris,Fijian
Andrea Lynch,Somali
Victor Cox,Kyrgyz
Raymond Moreno,Northern Sotho
Jean Freeman,West Frisian
Lawrence Martinez,Sotho
Lois Hawkins,Kyrgyz
Jacqueline Lee,Chinese
Jerry Gomez,Amharic
Maria Carr,Luxembourgish
Janet Sanders,Gagauz
George Evans,Greek
Marilyn Hill,Hungarian
Lillian Perez,Italian
Lori Spencer,Assamese
Julia Bennett,Kyrgyz
Jennifer Howell,Luxembourgish
Paula Patterson,Zulu
Randy Shaw,Bengali
Benjamin Martin,Montenegrin
Richard Peterson,Chinese
Juan Harris,Hungarian
Andrew Garrett,Spanish
James James,Papiamento
Annie Gordon,Malayalam
Shirley Garza,Malay
Irene Dixon,Montenegrin
Janice Burton,Korean
Wayne Thompson,Kazakh
Ann Mason,Indonesian
Heather Little,Irish Gaelic
Bruce West,Swahili
Antonio Williams,Albanian
Kimberly Nichols,Tetum
Joe Powell,German
Anna Johnston,Malay
Raymond Hill,Tswana
Todd Kelley,Hiri Motu
Andrew Johnston,Finnish
Judith Ramirez,Assamese
Maria Franklin,Māori
Jane Ferguson,Gujarati
Jeffrey Butler,Dari
Alan Harris,Tok Pisin
Ruth Cunningham,Georgian
Eugene Matthews,Norwegian
Antonio Reyes,Albanian
Kathleen Day,Latvian
Ernest Hernandez,Maltese
Rachel Henry,Kazakh
Carlos Dunn,Irish Gaelic
Helen Perkins,Burmese
Jesse Porter,Lithuanian
Christine Harrison,Kurdish
Russell Patterson,Telugu
Robert Ryan,Moldovan
Jeffrey Bryant,Khmer
Wanda Sullivan,Khmer
George Adams,Zulu
Sandra Willis,Luxembourgish
Russell Carr,Kannada
Robin Riley,Finnish
Andrew Young,Kazakh
Julia Harper,Indonesian
Ruth Perry,Thai
James Warren,Fijian
Christina Wells,Dzongkha
Laura Spencer,Catalan
Janice Pierce,Somali
Arthur Shaw,Montenegrin
Scott Bell,Māori
Randy Fisher,Malagasy
Sandra Campbell,Catalan
Anne Howell,Guaraní
Thomas Hernandez,Finnish
Douglas Carroll,Guaraní
Douglas Rodriguez,Oriya
Ernest Lawson,Tswana
Cheryl Foster,Kannada
Christopher Fox,Marathi
Beverly Ramirez,Tok Pisin
Judith Cook,Kashmiri
Jane Cooper,Tswana
Wanda Burns,Nepali
Andrea Freeman,Icelandic
Joan Mendoza,Belarusian
Henry Thompson,Khmer
Jose Williamson,Dhivehi
Rachel Henderson,Spanish
Margaret Davis,Luxembourgish
Russell Jackson,Gagauz
Anthony Frazier,Afrikaans
Julie Fuller,Italian
Ernest Mitchell,Filipino
Timothy King,Tajik
Brandon Jenkins,Pashto
Michelle Dunn,Afrikaans
Henry Riley,Spanish
Melissa Johnson,Guaraní
Joshua Gibson,Spanish
Marie Hawkins,Moldovan
Betty Peterson,Telugu
Ruth Sullivan,Romanian
Norma Gonzales,Dari
Brandon Henderson,Somali
Irene Walker,Swahili
Charles Wallace,Gagauz
Jessica Murray,Danish
Diana Jordan,Lithuanian
David Burton,Danish
Louis Diaz,English
Steve Freeman,Papiamento
Charles Morales,Latvian
Denise Lane,Afrikaans
Willie Walker,Catalan
Arthur Phillips,Finnish
Melissa Pierce,Montenegrin
Melissa Oliver,Latvian
Donna Meyer,Portuguese
Karen Johnson,Moldovan
Jeremy Murray,Montenegrin
Lois Payne,Tetum
Cheryl Carroll,Moldovan
Laura Turner,Zulu
Brian Grant,West Frisian
Brian Powell,Kazakh
Barbara Elliott,Luxembourgish
George Banks,Khmer
Jennifer Taylor,English
Fred Payne,Nepali
Gary Cruz,Chinese
Phillip Thompson,Oriya
Richard Henderson,Bosnian
Frank Barnes,Tetum
Matthew Armstrong,Malayalam
Samuel Thompson,Estonian
Doris Sanders,Dari
Rebecca Edwards,Chinese
Steven Garrett,Hiri Motu
Ernest Mason,Italian
Bruce Wright,Japanese
Bruce Riley,Arabic
Bruce Sanders,Quechua
Bonnie Phillips,Kannada
Gregory Taylor,Hungarian
Barbara West,Malayalam
Aaron Torres,Yiddish
Laura Chavez,Chinese
Evelyn Dean,Belarusian
Benjamin Williamson,Korean
Elizabeth Sullivan,Nepali
Gerald Ramos,Norwegian
Craig Knight,Kazakh
Barbara Evans,German
Margaret Reyes,Armenian
Theresa Chavez,Marathi
Marie Hernandez,West Frisian
Jean Riley,Dhivehi
Juan Williams,Sotho
Charles Bryant,Ndebele
Jean Mitchell,New Zealand Sign Language
Kathryn Evans,Bislama
Christopher Thomas,Albanian
Donna Robinson,Hebrew
Jesse Castillo,Telugu
Norma Day,Portuguese
Karen Arnold,Moldovan
John Mendoza,Dari
Jose Powell,Korean
Irene Bishop,Hungarian
Howard Carr,Albanian
Susan Williamson,Arabic
Raymond George,Fijian
Angela Spencer,Dhivehi
Ruby Smith,Bengali
Linda Turner,Dutch
Michelle Pierce,Pashto
Jack Hudson,Czech
Lisa Green,Armenian
Theresa Porter,Arabic
Antonio Jacobs,Portuguese
Michael Moreno,Malagasy
Russell Brown,Aymara
Matthew Stone,Latvian
Chris Welch,Maltese
Mark Henry,Polish
Linda Carpenter,Greek
Emily Harrison,Dutch
Jimmy Graham,Montenegrin
Robert Garrett,Lithuanian
Sean Snyder,Danish
Diane Bailey,New Zealand Sign Language
Phillip Ramos,Dutch
Sarah Palmer,Chinese
Pamela Hudson,Tamil
Ruby Hart,Finnish
Kathleen Morris,Latvian
Judith Murray,Burmese
Timothy Crawford,Thai
Betty Fox,English
Ruby Ortiz,Haitian Creole
Nancy Cook,Swahili
Ralph Murray,Kannada
Howard Mendoza,Hebrew
Benjamin Mendoza,Swati
Laura Jackson,Macedonian
Jack Cunningham,Swati
Andrew Murray,Bulgarian
Kathleen Harris,Swati
Christina Mcdonald,Burmese
Arthur Hall,Croatian
Todd Bell,Arabic
Todd Ruiz,Tetum
Frank Martin,Northern Sotho
Donna Ferguson,French
Alan Jacobs,Norwegian
Stephanie Coleman,Papiamento
Harry Grant,Oriya
Wayne Jenkins,Yiddish
Tammy Webb,Burmese
Sarah Lane,Albanian
Katherine Diaz,Lao
Edward Ford,Lao
Anne Edwards,English
Jason Romero,Maltese
Heather Nichols,Assamese
Louise Cruz,Dzongkha
Christina Hernandez,West Frisian
Susan Bryant,Burmese
Fred Hicks,Afrikaans
Joseph Walker,Hebrew
Nicholas Alvarez,Chinese
Eugene White,Luxembourgish
Kimberly Nichols,Bislama
Albert Scott,Telugu
Barbara Morrison,Kazakh
Anna King,Japanese
Brandon Garza,Romanian
Timothy James,Romanian
Julie Stanley,Malayalam
Sharon Harrison,Mongolian
Aaron Montgomery,Polish
Justin Freeman,Arabic
Andrea Jones,Georgian
Ruby Garcia,West Frisian
Lori Medina,Punjabi
Matthew Fisher,Estonian
Sean Sanders,Gagauz
Adam Mcdonald,Māori
Laura Bell,Greek
Todd Clark,Northern Sotho
Ryan Weaver,Lithuanian
Clarence Jacobs,Kurdish
Gerald Harrison,Somali
Jason Roberts,Haitian Creole
Cynthia Jackson,Swedish
Lori Palmer,West Frisian
Billy Lawson,Dutch
Edward Mendoza,Ndebele
Rebecca Garrett,Hungarian
Patricia Wallace,Moldovan
Rose Mendoza,Malagasy
Joe King,Somali
Terry Robinson,Bengali
Dennis Warren,Azeri
Marilyn Brown,Latvian
Sarah Perkins,Aymara
Donna Freeman,Dzongkha
Arthur Frazier,Greek
Tina Dunn,Tetum
Denise Roberts,Hiri Motu
Christopher Fernandez,Dhivehi
Theresa Kelly,Belarusian
Jessica Watson,Amharic
Harry Rivera,Albanian
Juan Burke,Lao
Sara Ortiz,Tswana
Jeremy Porter,Montenegrin
Larry Cruz,Zulu
Matthew Sanchez,Persian
Raymond Perez,Maltese
Barbara Wood,Icelandic
Louise Torres,Guaraní
Ronald Sullivan,Italian
Harold Elliott,Hindi
Paul Watson,Quechua
Beverly Hayes,Bislama
Debra Ramos,Hungarian
Ralph Larson,Assamese
Kathy Arnold,Spanish
Ann Warren,Kyrgyz
Wayne Spencer,Dari
Brian Fowler,Swedish
Jonathan Diaz,Pashto
Alan Watson,Khmer
Paula Morales,Dzongkha
Gregory Turner,Polish
Brandon Garza,Korean
Annie Ferguson,Papiamento
Todd Bryant,Azeri
Martha Bell,Dzongkha
Willie Rice,Belarusian
Edward Welch,Swahili
Lawrence Richardson,Marathi
Lois Gonzales,Albanian
Ronald Cole,Nepali
Christine Williams,Malayalam
Richard Holmes,Hebrew
Russell Ramos,Tswana
Scott Willis,Lao
Alice Powell,Georgian
Frank Clark,Kyrgyz
Mark Crawford,Estonian
Donald Richardson,Kazakh
Kevin Cox,Dhivehi
Amanda Grant,Ndebele
Albert Sullivan,Indonesian
Laura Green,Indonesian
Joan Knight,Marathi
Annie Carpenter,Finnish
Eric Pierce,Sotho
Kenneth Reynolds,Bosnian
Fred Gonzalez,Ndebele
Frank Hicks,Hindi
Janet Cole,Assamese
Cynthia Lewis,Malay
Patrick Robinson,Finnish
Ashley Gutierrez,Italian
Matthew Sanchez,Estonian
Sarah Henry,Hungarian
Jean Stanley,Sotho
Cheryl Anderson,Kannada
Larry Ford,Kannada
Billy Sanchez,Kyrgyz
Harry Gonzalez,Aymara
Deborah Phillips,Burmese
Ronald Nelson,Tamil
Antonio Spencer,Kazakh
Catherine Willis,Tetum
Maria Cole,Quechua
Joshua Hicks,Somali
Ann Riley,Ndebele
Tina Warren,Greek
Paula Richards,Haitian Creole
Karen Peters,Haitian Creole
Johnny Williams,Telugu
Michelle Fernandez,Norwegian
Kelly Day,Dhivehi
Adam Watkins,Bengali
Victor Phillips,Tsonga
Paul Thompson,Swedish
Juan Gutierrez,Belarusian
Cheryl Cole,Kurdish
Scott Hayes,Portuguese
Anthony Harvey,Tswana
Paula Hicks,Portuguese
Harry Wheeler,Hiri Motu
Bobby Long,Azeri
Ronald Wheeler,Romanian
Joseph Gonzales,Somali
Katherine Stephens,Quechua
Phillip Powell,Spanish
Billy Sanders,Arabic
Mark Gilbert,Hungarian
Debra Coleman,Swati
Todd Watson,Pashto
Helen Tucker,Fijian
Timothy Harvey,Malay
Phyllis Murphy,Northern Sotho
Kenneth Romero,Estonian
Keith Fisher,Lithuanian
Jimmy Simpson,Latvian
Frances Howard,Hungarian
Steve Torres,Bislama
Steven Warren,Kashmiri
Christine Lopez,Hungarian
Brenda Dixon,Oriya
Katherine Cook,Malay
Amanda Simmons,Croatian
Doris Kennedy,Telugu
Charles Perry,Zulu
Gregory Morales,Yiddish
Gregory Hernandez,Khmer
Steve Cook,Dhivehi
Robert Dixon,Yiddish
John Day,Moldovan
Jane Sanders,Kyrgyz
Sara Castillo,Kannada
Lois Murphy,Luxembourgish
Dorothy Gomez,Arabic
Philip Ross,Romanian
Richard Evans,Croatian
Elizabeth Rodriguez,Swati
Ruby Crawford,Tamil
Peter Brooks,Kazakh
Anne Coleman,Lao
Phillip Harvey,Chinese
Jimmy Freeman,Moldovan
Jeremy Wells,Icelandic
Helen Sanchez,Latvian
Jeffrey Fisher,Montenegrin
Gerald Evans,Greek
Marie Franklin,Tsonga
Emily Harper,Belarusian
Joan Lewis,New Zealand Sign Language
Edward Reynolds,Irish Gaelic
Wayne Rice,Nepali
Earl Pierce,Finnish
Debra Nichols,Dzongkha
Christina Ruiz,Moldovan
Mary Vasquez,Oriya
Brandon Garcia,Swati
Cheryl Barnes,Korean
Jesse Peters,Khmer
Marie Harris,Dutch
Larry Kelly,Croatian
Catherine Gonzales,Czech
Shirley Wood,Gujarati
Katherine Elliott,Kyrgyz
Donna Turner,Luxembourgish
Jose Jenkins,Irish Gaelic
Jessica Barnes,Dari
Jack Coleman,Bulgarian
Johnny Stanley,Malayalam
Evelyn Taylor,Mongolian
Anthony Bennett,German
Theresa Rice,Burmese
Helen Shaw,Marathi
Patricia Lewis,Hiri Motu
Bonnie Ross,Nepali
Stephanie Rivera,Fijian
Juan Torres,Maltese
Earl Price,Hungarian
Louis Austin,Yiddish
Mildred Washington,West Frisian
Joseph Fox,Icelandic
Edward Lopez,Irish Gaelic
Raymond Phillips,Burmese
Anthony Bradley,Swedish
Joseph Williamson,Dutch
Andrea Tucker,Georgian
Julie Hunt,Swati
Thomas Nguyen,Icelandic
Nicholas Myers,Thai
Wanda Vasquez,Italian
Alan Meyer,Sotho
Clarence Carroll,Mongolian
James Gonzalez,Amharic
Catherine Robertson,Bulgarian
Kathy Morris,Dutch
Keith Kelly,Thai
Philip Smith,Dutch
Daniel Morrison,Montenegrin
Marilyn Jordan,Armenian
Craig Dixon,Dari
Billy Bishop,Chinese
Andrea Foster,Macedonian
Diane Morales,New Zealand Sign Language
Ruth Berry,Finnish
Billy Sanchez,Macedonian
Billy Young,Indonesian
Nicole Welch,Polish
Sharon Stevens,Hiri Motu
Debra Bradley,Czech
Jacqueline Garcia,Romanian
Jimmy Ellis,Bosnian
Anna Dean,Kashmiri
Jimmy Gray,Fijian
Lori Ramos,Luxembourgish
Judy Cunningham,Finnish
Timothy Patterson,Arabic
Ruth Robinson,Georgian
Jonathan Jones,Yiddish
Lawrence Greene,Tok Pisin
Tammy Mason,Belarusian
Robert Ross,Albanian
Anna Black,Persian
Earl Warren,Marathi
Diana Phillips,Haitian Creole
Kathleen Reynolds,Telugu
Harold Robertson,Mongolian
Patricia Marshall,Māori
Justin Robinson,Pashto
John Sullivan,Zulu
Doris Wagner,Northern Sotho
Timothy Allen,Dari
Terry Jenkins,Afrikaans
Christine Anderson,Swedish
Samuel Harrison,Indonesian
Todd Schmidt,Finnish
Annie Murphy,Japanese
Janet King,Tswana
Johnny Hicks,Kashmiri
Janice Pierce,Kannada
Elizabeth Myers,Pashto
Michelle Green,Khmer
Donald Meyer,Luxembourgish
Gerald Mills,Hungarian
Susan Rice,Tsonga
Juan Phillips,Bislama
Lawrence Turner,Gujarati
Maria Mitchell,Tamil
Willie Larson,Armenian
Marilyn Nelson,Tswana
John Mendoza,Czech
Janice Fields,Malay
Helen Turner,Pashto
Edward Morrison,Sotho
Daniel Cox,Kazakh
Todd Wood,Macedonian
Donna Peters,Greek
Frances Gray,Bengali
Phillip Lane,German
Walter Meyer,Hiri Motu
Brian Williamson,Moldovan
Louis Martinez,Kashmiri
Michelle Lynch,Malay
John Woods,West Frisian
Daniel Ryan,Kashmiri
Sara Gomez,Korean
Scott Hill,Hebrew
Margaret Cruz,Kazakh
Raymond Bell,Montenegrin
Helen Kelley,Spanish
Ralph Shaw,Ndebele
Tammy Jones,Tswana
Harold Torres,Indonesian
Bonnie Rodriguez,Latvian
Julia Perry,Macedonian
Rose Henry,Belarusian
Maria Dean,Macedonian
Betty Ortiz,Belarusian
Laura West,Bengali
Terry Cruz,Portuguese
Marie Peterson,Gujarati
Nicholas Johnson,Danish
Anne Hawkins,Nepali
Scott Morris,Somali
Andrea Hughes,Portuguese
Debra Murray,Malayalam
Walter Butler,Romanian
Mark Johnson,Dari
Ruth Perez,Fijian
Timothy Griffin,Finnish
Paula Morgan,Kashmiri
Evelyn White,Nepali
Melissa Freeman,Azeri
Ashley Hudson,Italian
Joshua Sullivan,Oriya
Aaron Daniels,Yiddish
Paul Black,Hebrew
Brandon Fisher,Tok Pisin
Ralph Hansen,Hiri Motu
Jerry Snyder,Danish
Jack Bowman,Moldovan
Evelyn Lawrence,Tetum
Deborah Hill,Czech
Christina Reyes,Bulgarian
Andrea Anderson,Afrikaans
Jennifer Carpenter,German
Beverly Bennett,Punjabi
Tina Young,West Frisian
Ryan Stevens,German
Alan Daniels,New Zealand Sign Language
Sandra Nelson,Punjabi
Marilyn Fox,Kannada
Debra Wagner,French
Roy Garza,West Frisian
Frances Cole,Tetum
Sara Chavez,Bislama
Janice Walker,Tajik
Alice Mitchell,Swedish
Peter Rogers,Malay
Karen Murray,Finnish
Stephanie Kennedy,Persian
Carlos Duncan,Gujarati
Victor Mitchell,Dutch
Ryan Armstrong,Fijian
Nicholas Hunt,Telugu
Donna Long,Burmese
Jerry Coleman,Catalan
Juan Garza,Arabic
Annie Nichols,Moldovan
Betty Garcia,Kyrgyz
Amanda Harvey,Telugu
Heather Murphy,Belarusian
Edward Chapman,Dhivehi
Louise Ryan,Spanish
Larry Wheeler,Oriya
Barbara Larson,Marathi
Diana Wells,Guaraní
Heather King,Quechua
Nicholas Harper,Malayalam
Susan Duncan,Irish Gaelic
Joan Perry,Yiddish
Charles Gordon,Catalan
Sean West,Danish
Harry Mcdonald,Malay
Thomas Knight,Tok Pisin
Robin Butler,Kurdish
Jesse Bell,Northern Sotho
Gerald Cunningham,West Frisian
Steve Chavez,Luxembourgish
John Young,Catalan
Debra Kelley,Portuguese
Judy Wheeler,French
David Carpenter,Tswana
Chris Robinson,Spanish
Ann Bishop,Korean
Phyllis Ortiz,Kurdish
Irene Tucker,Sotho
Walter Greene,Lithuanian
George Mason,Northern Sotho
Willie Ward,New Zealand Sign Language
Brandon Burns,Catalan
Justin Franklin,Maltese
Clarence Pierce,Marathi
Kevin Willis,Spanish
Harold Lee,Moldovan
Brandon Wheeler,Italian
Jane Lynch,Tok Pisin
Peter Peters,Catalan
Earl Long,Croatian
Steven Alvarez,Aymara
Donald Gomez,Kyrgyz
Phillip Moreno,Northern Sotho
Bonnie Kennedy,Gagauz
Dorothy Ramos,Czech
Carol Woods,Finnish
Harold Jones,Tswana
Juan Dunn,Korean
Jacqueline Jenkins,French
Raymond Gibson,Greek
Gloria Arnold,Indonesian
Jimmy Anderson,Hebrew
Bruce Tucker,Estonian
Peter Ryan,Kazakh
Matthew Kennedy,Dzongkha
Jennifer Oliver,Albanian
Lawrence Wells,Luxembourgish
Melissa Rodriguez,Ndebele
Michelle Reynolds,Yiddish
Sarah Phillips,Filipino
Philip Rose,Latvian
Ronald Jordan,Romanian
Benjamin Rose,Catalan
Andrew Hicks,Haitian Creole
Harold West,Guaraní
Antonio Gray,Maltese
Shirley Mcdonald,Punjabi
Kevin Martinez,Spanish
Sharon Harvey,Catalan
Earl Sanchez,Dutch
Robert Stephens,Khmer
Christopher Gardner,Georgian
Bruce Jones,Indonesian
Donald Schmidt,Sotho
Benjamin Rivera,Tswana
Aaron Dixon,Hebrew
Donna Little,Indonesian
Amy Montgomery,Somali
Fred Scott,Burmese
Lois Medina,Malay
Christine Fox,Irish Gaelic
Dennis Ferguson,Kannada
Brian Taylor,Hindi
Emily Wright,Catalan
Kathryn Ford,Hiri Motu
Lisa Schmidt,Fijian
Roger Myers,Hebrew
Rose Clark,Marathi
Eric Foster,Macedonian
Jennifer Sullivan,Danish
Patrick Stevens,Maltese
Matthew Riley,Korean
Jimmy Harvey,Finnish
Ashley Richardson,Guaraní
Gloria Ortiz,Kashmiri
Gregory Burke,Lithuanian
Ryan Vasquez,Malagasy
Gloria Grant,Belarusian
Patrick Miller,Amharic
Ashley Dixon,Czech
Lillian Franklin,Thai
Teresa Miller,Polish
Sarah Gray,French
Jacqueline Romero,Montenegrin
Michelle Miller,Italian
Jimmy Long,Māori
Gloria Foster,Arabic
Cynthia Vasquez,Lithuanian
Tammy Williamson,Hungarian
Timothy Burns,Hungarian
Ruth Jordan,New Zealand Sign Language
Justin Riley,Lao
Nicole Mendoza,Azeri
Sharon Myers,Assamese
Janet King,Danish
Victor Hanson,Portuguese
Joan Carr,Hindi
Ronald Fuller,Irish Gaelic
Justin Ellis,West Frisian
Benjamin Roberts,Malayalam
Jimmy Taylor,Greek
Brandon Wagner,Arabic
Edward Porter,Spanish
Jesse Armstrong,Gagauz
Alan Moreno,Kazakh
Elizabeth Hayes,Zulu
Jacqueline Cooper,Catalan
Robin Collins,Greek
Roger Burke,Somali
Pamela Willis,French
Jerry Mcdonald,Yiddish
Marie Meyer,Kyrgyz
Lori Carpenter,Arabic
Brenda Morgan,Armenian
Brenda Romero,Guaraní
Julia Kim,Greek
Billy Wilson,Dhivehi
Katherine Clark,Azeri
George Davis,Hungarian
Bonnie Parker,Assamese
Heather Garrett,Gagauz
Joyce Meyer,Hiri Motu
Katherine Johnston,Norwegian
Cynthia Tucker,English
Antonio Burns,Tajik
Steve Morris,Swahili
Scott Foster,Mongolian
Andrew Roberts,Albanian
Robin Kim,Persian
Laura Harvey,Tswana
Frances Ellis,Tswana
Michael Ford,Dzongkha
Gloria Frazier,Assamese
Shawn Ferguson,Aymara
George Dunn,Czech
Lisa Kim,Albanian
Cheryl Hart,Bislama
Kimberly Jenkins,Haitian Creole
Helen Grant,Pashto
Norma Fisher,Japanese
Anthony Gonzales,Kashmiri
George Ray,West Frisian
Lillian Butler,Gujarati
Ruth Fields,Persian
Patrick Hall,Chinese
Lillian Cooper,Punjabi
Ruby Torres,Kashmiri
Betty Snyder,Thai
Patrick Mccoy,Irish Gaelic
Philip Moore,Thai
Wayne Ferguson,Maltese
Russell White,Dari
Christopher Russell,Italian
Andrew Jordan,Hindi
Lori Kelley,Dutch
Michelle Russell,Punjabi
Sharon Marshall,Punjabi
Lillian Fox,Dhivehi
Lori Thompson,Danish
Carolyn Harper,Albanian
Sharon Thomas,Quechua
Jonathan Ramos,Swahili
Wanda Matthews,Maltese
Jane Lee,Bosnian
Denise Ryan,Dhivehi
Stephen Adams,Tok Pisin
Irene Cooper,Dzongkha
Alice Miller,Quechua
Barbara Sanders,Bislama
Jimmy Grant,Greek
Kathy Murray,New Zealand Sign Language
Debra Torres,Punjabi
Susan Harris,Filipino
Adam Daniels,Bislama
Raymond Garrett,Yiddish
Matthew Watkins,Punjabi
Harry Collins,Czech
Margaret Edwards,Papiamento
Roy Greene,Czech
Debra Gibson,Norwegian
Lois Russell,Swati
Lois George,Dzongkha
Laura Young,Kannada
Jonathan Wheeler,Somali
Johnny Bailey,Finnish
Donald Shaw,Māori
Alice Simpson,Swahili
Angela Ross,Tamil
Helen Knight,Marathi
Kenneth Hanson,Persian
Alice Reid,Assamese
Catherine Hall,Icelandic
Janice Flores,Tetum
Ralph Knight,Papiamento
Robert Diaz,Papiamento
Elizabeth Gilbert,Zulu
Mildred Schmidt,Greek
Harold Burns,Papiamento
Mary Castillo,Estonian
Bruce Wheeler,Tamil
Paula Henderson,Bulgarian
Ashley Hanson,Swati
Antonio Thompson,Estonian
Tammy Sims,Khmer
Mark Allen,Tetum
Clarence White,Bislama
Evelyn Burton,Kazakh
Brandon Young,Khmer
Joyce Ward,Fijian
Betty Cole,Haitian Creole
Terry Ortiz,Mongolian
Virginia Thomas,Kurdish
Jason Sanders,Punjabi
Amanda Gonzalez,Norwegian
Carl Gonzalez,Kazakh
Sean Thompson,Māori
Kimberly Green,Chinese
Dorothy Riley,Yiddish
Melissa Hill,Pashto
Wayne Reynolds,Malagasy
Alice Gardner,Korean
Thomas Phillips,Punjabi
Gloria Mason,German
Joseph Lee,Hebrew
Betty Williams,Finnish
Sara Sullivan,Assamese
Bobby Mitchell,Polish
